radio: 0.17708	Proporcion de Volumen alrededor De todas las fronteras: 0.0021111875
radio: 0.17956	Proporcion de Volumen alrededor De todas las fronteras: 0.0021418125
radio: 0.18204	Proporcion de Volumen alrededor De todas las fronteras: 0.00210396875
radio: 0.18452	Proporcion de Volumen alrededor De todas las fronteras: 0.002109125
radio: 0.187	Proporcion de Volumen alrededor De todas las fronteras: 0.002106625
radio: 0.18948	Proporcion de Volumen alrededor De todas las fronteras: 0.00210325
radio: 0.19196	Proporcion de Volumen alrededor De todas las fronteras: 0.00210046875
radio: 0.19444	Proporcion de Volumen alrededor De todas las fronteras: 0.00209121875
radio: 0.19692	Proporcion de Volumen alrededor De todas las fronteras: 0.00207321875
radio: 0.1994	Proporcion de Volumen alrededor De todas las fronteras: 0.0020436875
radio: 0.20188	Proporcion de Volumen alrededor De todas las fronteras: 0.00202671875
radio: 0.20436	Proporcion de Volumen alrededor De todas las fronteras: 0.00199571875
radio: 0.20684	Proporcion de Volumen alrededor De todas las fronteras: 0.00196015625
radio: 0.20932	Proporcion de Volumen alrededor De todas las fronteras: 0.00195540625
radio: 0.2118	Proporcion de Volumen alrededor De todas las fronteras: 0.001883
radio: 0.21428	Proporcion de Volumen alrededor De todas las fronteras: 0.00185409375
radio: 0.21676	Proporcion de Volumen alrededor De todas las fronteras: 0.0018058125
radio: 0.21924	Proporcion de Volumen alrededor De todas las fronteras: 0.0017491875
radio: 0.22172	Proporcion de Volumen alrededor De todas las fronteras: 0.00168328125
radio: 0.2242	Proporcion de Volumen alrededor De todas las fronteras: 0.0016094375
radio: 0.22668	Proporcion de Volumen alrededor De todas las fronteras: 0.00154125
radio: 0.22916	Proporcion de Volumen alrededor De todas las fronteras: 0.0014783125
radio: 0.23164	Proporcion de Volumen alrededor De todas las fronteras: 0.0013905625
radio: 0.23412	Proporcion de Volumen alrededor De todas las fronteras: 0.00130715625
radio: 0.2366	Proporcion de Volumen alrededor De todas las fronteras: 0.00121096875
radio: 0.23908	Proporcion de Volumen alrededor De todas las fronteras: 0.00110465625
radio: 0.24156	Proporcion de Volumen alrededor De todas las fronteras: 0.00099209375
radio: 0.24404	Proporcion de Volumen alrededor De todas las fronteras: 0.0008751875
radio: 0.24652	Proporcion de Volumen alrededor De todas las fronteras: 0.00075621875
